avoid_bomb,0.7667614790735473,0.6539819537073362,0.521259842519685,0.43418388011340625,0.27807053100932305,0.3074735987002437,0.21297429620563035,0.25144175317185696
det_ver28_epoch10,0.866933867735471,0.7755267423014587,0.6476416963931827,0.5489278752436647,0.3854977468250717,0.4166331860184813,0.274548311076198,0.2992317023857663
det_ver28_epoch27,0.8765576323987538,0.7745368545526212,0.6359163591635917,0.5249695493300852,0.3696776760843613,0.4001587931718936,0.26582792207792205,0.3039647577092511
det_ver28_epoch30,0.8710050057758952,0.7700865265760197,0.6486271388778353,0.5335450575625248,0.3913219789132198,0.42868752539618044,0.285084202085004,0.31153388822829964
det_ver29_epoch08,0.8610223642172524,0.7637856863511928,0.6357402178297701,0.5298566878980892,0.3818034118602762,0.40870616686819833,0.27070947284978203,0.2945205479452055
det_ver29_epoch12,0.862785016286645,0.7433558111860373,0.6290258449304175,0.5335195530726257,0.3719709208400646,0.41812136325852034,0.2746815286624204,0.3006134969325153
det_ver29_epoch24,0.8619180262634302,0.7562130177514793,0.645682001614205,0.5363709032773781,0.3769419460343418,0.40451664025356576,0.2753565768621236,0.29217110573042776
det_ver29_epoch29,0.8677379480840544,0.7637514839730907,0.6516724336793541,0.5208416038110362,0.38429921907110565,0.4252827140549273,0.27419354838709675,0.30505050505050507
det_ver29_epoch30,0.8707887435592548,0.7670906200317965,0.6448451587612701,0.527632109721662,0.3746031746031746,0.4138923140156186,0.2732992528509634,0.3002053388090349
entropy,0.8551012306470822,0.7607287449392712,0.6517269736842105,0.5197651663405088,0.3654618473895582,0.38169730152522485,0.2656811825809029,0.28940986257073564
greedy,0.8011881188118812,0.697844652297682,0.5743162901307967,0.4970691676436108,0.3281442031954117,0.3788235294117647,0.257189811010682,0.28098844161020325
greedy_with_penalty,0.8736800938599921,0.7624198717948718,0.6491666666666667,0.5564030509835407,0.38495222929936307,0.4178193653376729,0.2735812133072407,0.30541288028447255
modified2_greedy_with_penalty,0.8791294209094442,0.7586345381526104,0.6382196815026542,0.526466967583094,0.3845553822152886,0.4299880999603332,0.2921074043938161,0.31698564593301437
modified_entropy,0.8524656426839127,0.7529362416107382,0.6329365079365079,0.5020032051282052,0.38622633910592025,0.3897029702970297,0.2684899845916795,0.30055511498810467
modified_greedy_with_penalty,0.8781163434903048,0.7794932699920823,0.6514907332796133,0.535024154589372,0.39907371671169434,0.4337448559670782,0.27808764940239045,0.2975510204081633
non_det_ver28_epoch10,0.8624901497241922,0.7582551977170812,0.6391375101708706,0.5283018867924528,0.38394622380387505,0.40097799511002447,0.261377366089408,0.3022432113341204
non_det_ver28_epoch27,0.8714457348818583,0.7604422604422605,0.642,0.5289884046381448,0.3683788121990369,0.3961661341853035,0.24726134585289514,0.3026315789473684
non_det_ver28_epoch30,0.8606811145510835,0.7793594306049823,0.6440129449838188,0.49146757679180886,0.40822784810126583,0.40192926045016075,0.2616487455197133,0.29559748427672955
non_det_ver29_epoch08,0.8581422464049747,0.7475614514241123,0.6310372129849564,0.512588512981904,0.37127158555729983,0.4062121823315853,0.2739837398373984,0.2828064097011693
non_det_ver29_epoch12,0.8448412698412698,0.7424425634824667,0.621077101898489,0.5141700404858299,0.357085020242915,0.39505154639175255,0.2653142402545744,0.29027176053564396
non_det_ver29_epoch24,0.8694949494949495,0.7514540519581233,0.6377269139700079,0.5258481421647819,0.3746501399440224,0.4168,0.24938675388389206,0.29610285255122537
non_det_ver29_epoch29,0.8658927141713371,0.7766393442622951,0.6356752208666386,0.5128705148205929,0.36530931871574,0.39779005524861877,0.2611615962070328,0.29896083133493206
non_det_ver29_epoch30,0.8684422921711057,0.7356276886976926,0.626746506986028,0.5118807893677003,0.36789027833803956,0.40575479566305256,0.2598210812913263,0.28718354430379744
